"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Su(var)3-7"	4.13134479373437e-08	0.270781515447995	0.33	0.144	0.000816271104346037	"10"	"Su(var)3-7"
"CG12171"	4.15994008555801e-08	0.31987482073461	0.394	0.196	0.000821920962104551	"10"	"CG12171"
"rin1"	4.21867377311354e-08	0.315701351536119	0.862	0.674	0.000833525564091774	"10"	"rin"
"CG16892"	4.46040749488817e-08	0.387724940534111	0.574	0.351	0.000881287312840005	"10"	"CG16892"
"Yeti"	4.59651425413007e-08	0.41480422481999	0.851	0.706	0.00090817928633102	"10"	"Yeti"
"Mcm10"	4.71588065273235e-08	0.281250228784903	0.426	0.215	0.000931763699366858	"10"	"Mcm10"
"feo"	4.80125729591837e-08	0.309295623321095	0.457	0.247	0.000948632416527552	"10"	"feo"
"MAPk-Ak2"	4.87594893542052e-08	0.253861736616067	0.489	0.257	0.000963389990660387	"10"	"MAPk-Ak2"
"CG11417"	4.96333042410949e-08	0.250823411747804	0.404	0.199	0.000980654825195553	"10"	"CG11417"
"CG9140"	5.0873448755916e-08	0.29622457116951	0.372	0.177	0.00100515760051939	"10"	"CG9140"
"CG14286"	5.1145051569691e-08	0.279301218065812	0.521	0.301	0.00101052392891395	"10"	"CG14286"
"Chrac-14"	5.720299381365e-08	0.300992937737318	0.787	0.561	0.0011302167517701	"10"	"Chrac-14"
"CG7197"	5.73139550175493e-08	0.271928443871655	0.426	0.221	0.00113240912323674	"10"	"CG7197"
"CG9328"	5.96305558738368e-08	0.308732930839316	0.564	0.333	0.00117818052295527	"10"	"CG9328"
"rpk1"	6.23446329981921e-08	0.407349179807807	0.553	0.357	0.00123180525877828	"10"	"rpk"
"CG2875"	6.47005742967159e-08	0.258975327039462	0.351	0.16	0.00127835394695451	"10"	"CG2875"
"SMC3"	6.67764966364205e-08	0.256764615532194	0.394	0.191	0.0013193700205424	"10"	"SMC3"
"Dlc90F1"	6.79138715462076e-08	0.313088135841581	0.819	0.624	0.00134184227400997	"10"	"Dlc90F"
"Dip2"	7.16430632161176e-08	0.298605369964801	0.574	0.346	0.00141552364302405	"10"	"Dip2"
"CG5482"	7.43646606874881e-08	0.324450532380797	0.521	0.3	0.00146929696586339	"10"	"CG5482"
"Src42A"	7.43674606966821e-08	0.298374598816055	0.511	0.296	0.00146935228844504	"10"	"Src42A"
"pho"	7.76407825095071e-08	0.430065359861136	0.66	0.447	0.00153402658082284	"10"	"pho"
"CG17715"	8.17938833341045e-08	0.268115080688526	0.404	0.2	0.00161608354691524	"10"	"CG17715"
"Mapmodulin"	8.28904133779224e-08	0.299693327331601	0.915	0.771	0.00163774878752099	"10"	"Mapmodulin"
"Vha44"	8.39710490064204e-08	0.28905252781726	0.457	0.246	0.00165909998626885	"10"	"Vha44"
"ctp"	8.90684297981204e-08	0.290335468630472	0.936	0.818	0.00175981403595126	"10"	"ctp"
"Prosbeta3"	9.71042746046006e-08	0.386616852108079	0.734	0.588	0.0019185862576377	"10"	"Prosbeta3"
"Rab2"	9.77292096146785e-08	0.324913271034661	0.777	0.588	0.00193093372356682	"10"	"Rab2"
"CG8372"	1.03174875927291e-07	0.27663295298135	0.553	0.334	0.00203852919857142	"10"	"CG8372"
"CG9306"	1.08812019485162e-07	0.362535515583943	0.723	0.559	0.00214990788098783	"10"	"CG9306"
"CG34261"	1.10321415976129e-07	0.269652489620232	0.5	0.289	0.00217973053685636	"10"	"CG34261"
"Eph1"	1.17119198279683e-07	0.289247258155594	0.723	0.487	0.00231404111960997	"10"	"Eph"
"Sh3beta"	1.22157445249407e-07	0.282049271366801	0.564	0.343	0.00241358680323778	"10"	"Sh3beta"
"CG17691"	1.28416283494127e-07	0.317311969069211	0.585	0.364	0.00253724892927695	"10"	"CG17691"
"Tsp86D"	1.35439208216277e-07	0.252750112621362	0.319	0.14	0.0026760078759372	"10"	"Tsp86D"
"ox"	1.45469966776402e-07	0.283403143660199	0.468	0.262	0.00287419560356815	"10"	"ox"
"Adk2"	1.53983224868869e-07	0.312006636068179	0.819	0.583	0.00304240055695911	"10"	"Adk2"
"Prosbeta2"	1.54054766008386e-07	0.285659916873967	0.713	0.51	0.00304381406679369	"10"	"Prosbeta2"
"CG5515"	1.64757134082901e-07	0.339440084522114	0.606	0.387	0.00325527145520996	"10"	"CG5515"
"Karybeta31"	1.74376725349797e-07	0.272237708057192	0.447	0.242	0.00344533533946129	"10"	"Karybeta3"
"larp"	1.76811583078218e-07	0.254065937088419	0.649	0.421	0.00349344325845944	"10"	"larp"
"Cpr"	1.82945782905835e-07	0.260786955650242	0.362	0.177	0.00361464277865349	"10"	"Cpr"
"Tom401"	1.85776889582958e-07	0.279258609915855	0.66	0.444	0.00367057978438009	"10"	"Tom40"
"Sse"	1.97031684020088e-07	0.313996803216787	0.34	0.162	0.00389295201286891	"10"	"Sse"
"SmG"	2.04478288753792e-07	0.297454024105285	0.777	0.562	0.00404008202919742	"10"	"SmG"
"Sod2"	2.11348479373407e-07	0.28541517980155	0.66	0.45	0.00417582325545978	"10"	"Sod2"
"Pino2"	2.13514564367985e-07	0.403075187044884	0.723	0.525	0.00421862076278265	"10"	"Pino"
"Idgf42"	2.38556685705863e-07	0.273557566719557	0.681	0.458	0.00471340299617644	"10"	"Idgf4"
"Ns1"	2.39295312933537e-07	0.258647764170191	0.638	0.399	0.00472799679294083	"10"	"Ns1"
"CG41128"	2.47479696264711e-07	0.355095630234843	0.585	0.38	0.00488970383879816	"10"	"CG41128"
"HIPP1"	2.50415292735266e-07	0.256526954999756	0.383	0.189	0.0049477053538634	"10"	"HIPP1"
"Dak1"	2.50621160271399e-07	0.264178670936333	0.511	0.297	0.0049517728846423	"10"	"Dak1"
"mRpS24"	2.71240204831635e-07	0.257306570004979	0.5	0.275	0.00535916396706344	"10"	"mRpS24"
"Pomp"	2.76392748551376e-07	0.333218207299301	0.83	0.675	0.00546096792587809	"10"	"Pomp"
"Uhg31"	2.7706048016394e-07	0.316944742241572	0.66	0.434	0.00547416096707912	"10"	"Uhg3"
"Rpn8"	2.7787015956989e-07	0.298525640594976	0.436	0.237	0.00549015861278188	"10"	"Rpn8"
"CG3735"	2.78826316700238e-07	0.400878616955248	0.372	0.189	0.00550905036536331	"10"	"CG3735"
"CG15863"	3.27699443465728e-07	0.255698934664135	0.468	0.265	0.00647468560399585	"10"	"CG15863"
"Pdsw"	3.35836430191548e-07	0.332857220138433	0.755	0.545	0.00663545618772461	"10"	"Pdsw"
"SRPK1"	3.40910260099719e-07	0.308455206306595	0.532	0.327	0.00673570491905025	"10"	"SRPK"
"CG5104"	3.58120955486191e-07	0.250862131208561	0.383	0.195	0.00707575383849617	"10"	"CG5104"
"CG40191"	3.68624458958231e-07	0.378467464779026	0.543	0.341	0.00728328206009672	"10"	"CG40191"
"Clamp"	4.05250727845471e-07	0.341287732651536	0.574	0.352	0.00800694388077082	"10"	"Clamp"
"d4"	4.13744070830912e-07	0.374556480743565	0.67	0.478	0.00817475535147716	"10"	"d4"
"mRpL28"	4.14751293336481e-07	0.310784863189649	0.479	0.279	0.00819465605374219	"10"	"mRpL28"
"Paf-AHalpha"	4.22158407535163e-07	0.285276241282869	0.681	0.482	0.00834100581607976	"10"	"Paf-AHalpha"
"Rpn12"	4.23724345251807e-07	0.323630508017231	0.745	0.58	0.0083719456134852	"10"	"Rpn12"
"Srp9"	4.39181390154319e-07	0.351412902085685	0.67	0.463	0.00867734590666903	"10"	"Srp9"
"CG11985"	4.43519847261798e-07	0.258740760931445	0.553	0.335	0.0087630651421986	"10"	"CG11985"
"Prosalpha6"	4.60056167678756e-07	0.28969710117982	0.777	0.594	0.00908978976099686	"10"	"Prosalpha6"
"CG14715"	4.74980172920909e-07	0.289004026892468	0.766	0.561	0.00938465825657132	"10"	"CG14715"
"Rpn10"	4.75741795066867e-07	0.279979468433565	0.468	0.266	0.00939970638693117	"10"	"Rpn10"
"Ntf-21"	4.89579050906191e-07	0.275358571633067	0.915	0.792	0.00967310288780453	"10"	"Ntf-2"
"l(1)G0320"	5.08288328943944e-07	0.284067209547685	0.479	0.271	0.0100427608032744	"10"	"l(1)G0320"
"CG32441"	5.12759596494473e-07	0.352036660480065	0.638	0.435	0.0101311041075378	"10"	"CG32441"
"cindr1"	5.23668956923762e-07	0.263514014312795	0.638	0.433	0.0103466512508997	"10"	"cindr"
"Cdk1"	5.31428417128652e-07	0.303652190659025	0.809	0.603	0.0104999626656279	"10"	"Cdk1"
"sina1"	5.44525303486148e-07	0.317327644096001	0.638	0.449	0.0107587309462793	"10"	"sina"
"cav"	5.4981563753283e-07	0.281878674503839	0.574	0.364	0.0108632573663737	"10"	"cav"
"PIG-U"	5.84396369450494e-07	0.257298352966119	0.404	0.209	0.0115465034676029	"10"	"PIG-U"
"Prx3"	5.87061644016368e-07	0.331496937846998	0.723	0.525	0.0115991639624754	"10"	"Prx3"
"spt4"	6.09991055717357e-07	0.307488157366682	0.681	0.454	0.0120522032788635	"10"	"spt4"
"lt"	6.24476408586469e-07	0.422271043825631	0.479	0.278	0.0123384048808515	"10"	"lt"
"CG14977"	6.25172878447573e-07	0.252725300444752	0.511	0.309	0.0123521657323671	"10"	"CG14977"
"Wdr82"	6.83945187844055e-07	0.264614211863096	0.468	0.274	0.0135133890214228	"10"	"Wdr82"
"l(3)01239"	7.21231515454218e-07	0.284273725390065	0.723	0.518	0.0142500922823444	"10"	"l(3)01239"
"Brms1"	7.37903237728896e-07	0.292635184875677	0.404	0.219	0.0145794921710475	"10"	"Brms1"
"Pka-C11"	8.04068823482793e-07	0.261097365713482	0.681	0.455	0.015886791814373	"10"	"Pka-C1"
"Taf13"	8.21122110760672e-07	0.366452355430495	0.521	0.333	0.0162237306644093	"10"	"Taf13"
"TppII"	8.2629441173701e-07	0.262260690775666	0.383	0.196	0.0163259249870999	"10"	"TppII"
"rngo"	8.34920550082886e-07	0.25627172042224	0.404	0.217	0.0164963602285377	"10"	"rngo"
"Rab35"	8.67591594370523e-07	0.261913850753515	0.574	0.378	0.0171418747215728	"10"	"Rab35"
"CG32590"	9.00611066772328e-07	0.268773840959268	0.362	0.183	0.0177942734572877	"10"	"CG32590"
"CG1236"	9.03437061807757e-07	0.270120856756081	0.383	0.199	0.0178501094671977	"10"	"CG1236"
"ATPsyn-Cf6"	9.3257680524309e-07	0.309305619811455	0.894	0.764	0.018425852517993	"10"	"ATPsyn-Cf6"
"CG15237"	9.89182206461088e-07	0.339279574203616	0.404	0.225	0.0195442620352582	"10"	"CG15237"
"Cyt-c-p"	1.00112231286084e-06	0.292460502712818	0.947	0.803	0.0197801746575044	"10"	"Cyt-c-p"
"l(2)35Cc"	1.07758139640666e-06	0.266058120378605	0.362	0.186	0.0212908532302028	"10"	"l(2)35Cc"
"SmD2"	1.08910972352007e-06	0.334835011517863	0.766	0.578	0.0215186299173095	"10"	"SmD2"
"CG17385"	1.11858568174544e-06	0.277891699628821	0.66	0.449	0.0221010158999264	"10"	"CG17385"
"SsRbeta"	1.12157835061413e-06	0.401377535191589	0.585	0.399	0.0221601450514339	"10"	"SsRbeta"
"asp"	1.12249932092471e-06	0.269138683624124	0.426	0.235	0.0221783415828304	"10"	"asp"
"CG13365"	1.13254700663199e-06	0.339217534302101	0.436	0.246	0.0223768637570349	"10"	"CG13365"
"CG1622"	1.15117562735926e-06	0.262739671735549	0.564	0.365	0.0227449280453643	"10"	"CG1622"
"rnh1"	1.15850948302789e-06	0.302564023563867	0.436	0.251	0.022889830365665	"10"	"rnh1"
"TER94"	1.26809663929651e-06	0.283936058607248	0.638	0.441	0.0250550533992204	"10"	"TER94"
"CG5991"	1.34418387095028e-06	0.324077031025217	0.287	0.13	0.0265583849222357	"10"	"CG5991"
"Nap1"	1.50363966222227e-06	0.359023759214866	0.713	0.551	0.0297089124461875	"10"	"Nap1"
"CG13773"	1.52757683817141e-06	0.250122839101958	0.415	0.23	0.0301818631685908	"10"	"CG13773"
"Vha16-1"	1.55135802175797e-06	0.286840283548582	0.862	0.714	0.0306517317938939	"10"	"Vha16-1"
"twr"	1.64372130684197e-06	0.305146253651008	0.66	0.476	0.0324766455805836	"10"	"twr"
"geminin"	1.65288806413435e-06	0.318553707965582	0.755	0.566	0.0326577623711665	"10"	"geminin"
"CG32147"	1.73431305177026e-06	0.304027905905044	0.372	0.198	0.0342665572768768	"10"	"CG32147"
"MED6"	1.86523775980566e-06	0.262503959345653	0.436	0.249	0.0368533676582401	"10"	"MED6"
"VhaM8.9"	1.8932455309351e-06	0.27290747617772	0.564	0.362	0.0374067452002158	"10"	"VhaM8.9"
"Rox81"	1.91943218597307e-06	0.252440810937906	0.809	0.64	0.037924141130456	"10"	"Rox8"
"Ssb-c31a"	2.08954459170585e-06	0.25964936448183	0.447	0.258	0.0412852220429242	"10"	"Ssb-c31a"
"Cbp20"	2.19984916042303e-06	0.271302910184965	0.585	0.389	0.0434646197116381	"10"	"Cbp20"
"CoVb"	2.27023194920538e-06	0.267118121977976	0.915	0.797	0.0448552428523999	"10"	"CoVb"
"levy"	2.39391408988899e-06	0.268883967012114	0.84	0.649	0.0472989545880267	"10"	"levy"
"Gadd34"	2.49545973291294e-06	0.315913160097029	0.436	0.269	0.0493052934028939	"10"	"Gadd34"
"Nup3581"	2.74007278280049e-06	0.290259750285724	0.511	0.311	0.0541383580425721	"10"	"Nup358"
"CG5590"	2.87693074088894e-06	0.310587557037007	0.574	0.396	0.0568423975784837	"10"	"CG5590"
"CG11562"	2.9978460272972e-06	0.279653866006967	0.447	0.257	0.059231441807338	"10"	"CG11562"
"CG3071"	3.03736230673713e-06	0.356354790422019	0.394	0.221	0.0600122044565123	"10"	"CG3071"
"Neb-cGP"	3.31830471237355e-06	0.296870872877238	0.745	0.578	0.0655630645070766	"10"	"Neb-cGP"
"dgt1"	3.47818207368155e-06	0.266579796391097	0.436	0.247	0.0687219214118	"10"	"dgt1"
"RanBP3"	3.57616155771906e-06	0.258927321710823	0.532	0.34	0.0706578000574132	"10"	"RanBP3"
"Pih1D1"	3.64857014130298e-06	0.277819436661327	0.5	0.314	0.0720884488518642	"10"	"Pih1D1"
"CG1707"	4.30401552689882e-06	0.290176201602552	0.777	0.585	0.0850387387804668	"10"	"CG1707"
"CG40002"	4.42457987601355e-06	0.29640323296459	0.553	0.359	0.0874208491902758	"10"	"CG40002"
"arx"	4.57300318828563e-06	0.277625583507934	0.479	0.286	0.0903533969941476	"10"	"arx"
"mRpS16"	4.60288378009384e-06	0.35307069461492	0.447	0.275	0.0909437777270942	"10"	"mRpS16"
"ix"	4.85615154256064e-06	0.255360056404551	0.404	0.228	0.095947842177913	"10"	"ix"
"CG14478"	5.13752056429181e-06	0.336028473418259	0.681	0.481	0.101507131309278	"10"	"CG14478"
"SmF"	5.85631333418744e-06	0.292608032665384	0.649	0.483	0.115709038856876	"10"	"SmF"
"Ubc10"	5.87574044009346e-06	0.303403455853643	0.511	0.334	0.116092879615367	"10"	"Ubc10"
"qkr58E-2"	5.98149565432789e-06	0.395384095186126	0.479	0.304	0.11818239113821	"10"	"qkr58E-2"
"mbm1"	6.13318690642695e-06	0.260073033653137	0.543	0.361	0.121179506897184	"10"	"mbm"
"Skp2"	6.14709653542684e-06	0.277055661930512	0.5	0.32	0.121454333346963	"10"	"Skp2"
"Dmn"	6.29603893848465e-06	0.344756919863153	0.479	0.304	0.12439713734658	"10"	"Dmn"
"CG6617"	6.32738290699125e-06	0.309291256085638	0.489	0.314	0.125016431476333	"10"	"CG6617"
"FKBP59"	6.54329072979041e-06	0.262799969846242	0.319	0.158	0.129282338239199	"10"	"FKBP59"
"Drep-2"	6.74394777481928e-06	0.272811929556963	0.564	0.39	0.133246920134879	"10"	"Drep-2"
"Ubi-p5E"	6.87481908473121e-06	0.320906016625185	0.617	0.431	0.135832675476119	"10"	"Ubi-p5E"
"lawc1"	6.92988382761832e-06	0.31632466502703	0.543	0.35	0.136920644666083	"10"	"lawc"
"CG98211"	7.53077773716049e-06	0.251080027038003	0.989	0.934	0.148793106530817	"10"	"CG9821"
"CG11076"	8.02627903478426e-06	0.305220853760593	0.628	0.442	0.158583221169267	"10"	"CG11076"
"wts"	8.32232776622016e-06	0.306388258458873	0.362	0.198	0.164432552004978	"10"	"wts"
"CG7506"	8.39413215236276e-06	0.305613011258045	0.479	0.311	0.165851263066383	"10"	"CG7506"
"CG5548"	8.50020150227749e-06	0.255402184853558	0.702	0.515	0.167946981281999	"10"	"CG5548"
"CG111801"	8.71509000529858e-06	0.263505171309907	0.649	0.456	0.172192748324689	"10"	"CG11180"
"eRF11"	1.02211123089004e-05	0.298235134522343	0.66	0.484	0.201948736999254	"10"	"eRF1"
"Ogg1"	1.06803982373413e-05	0.252781614395343	0.383	0.217	0.21102330837339	"10"	"Ogg1"
"CG1103"	1.230908806306e-05	0.262806782448399	0.532	0.354	0.243202961949939	"10"	"CG1103"
"conu"	1.3746048284998e-05	0.30626367608745	0.33	0.176	0.27159442201499	"10"	"conu"
"CG8485"	1.41833654933859e-05	0.252348495690379	0.372	0.211	0.280234935418318	"10"	"CG8485"
"tral1"	1.56353837036115e-05	0.253903511104565	0.798	0.614	0.308923911215955	"10"	"tral"
"ssp"	1.63000015404379e-05	0.296291948233312	0.553	0.372	0.322055430435973	"10"	"ssp"
"CG33116"	1.63616520613936e-05	0.303127315379546	0.436	0.269	0.323273521429015	"10"	"CG33116"
"mbt1"	1.71396123926779e-05	0.284795365095373	0.5	0.309	0.338644461654529	"10"	"mbt"
"CR14033"	1.90274829092315e-05	0.312124705128066	0.532	0.37	0.375945007320597	"10"	"CR14033"
"CG9318"	1.90997275297548e-05	0.323007253395787	0.489	0.307	0.377372416532895	"10"	"CG9318"
"CG7787"	1.97270842883088e-05	0.286314670396675	0.266	0.128	0.389767731368405	"10"	"CG7787"
"Fis1"	2.12445831776461e-05	0.274142294621941	0.702	0.51	0.419750474423931	"10"	"Fis1"
"DNApol-alpha50"	2.50000682904845e-05	0.297826411871491	0.351	0.196	0.493951349283393	"10"	"DNApol-alpha50"
"CG10336"	2.59608509936057e-05	0.255876568895837	0.436	0.267	0.512934493931662	"10"	"CG10336"
"Rab8"	2.72966139823993e-05	0.25518843827754	0.489	0.3	0.539326499064246	"10"	"Rab8"
"CG12576"	3.19470193983283e-05	0.292005230489659	0.404	0.244	0.63120920927217	"10"	"CG12576"
"CG3198"	3.52664264449577e-05	0.300221516262049	0.532	0.363	0.696794053699474	"10"	"CG3198"
"CG13220"	3.85251202605815e-05	0.267912187080569	0.511	0.343	0.761179326108568	"10"	"CG13220"
"bcn92"	5.12011751583563e-05	0.272396664879165	0.426	0.268	1	"10"	"bcn92"
"loj"	5.49617894582167e-05	0.266026669484855	0.521	0.348	1	"10"	"loj"
"Vps4"	5.7269703784836e-05	0.280738833496552	0.351	0.204	1	"10"	"Vps4"
"Cul4"	5.73837674509069e-05	0.266556964324365	0.33	0.187	1	"10"	"Cul4"
"msn2"	5.83977007859158e-05	0.338208927065443	0.543	0.376	1	"10"	"msn"
"CG31357"	5.84401007296645e-05	0.293969028775867	0.351	0.206	1	"10"	"CG31357"
"CG4729"	8.1361210867577e-05	0.258872104732884	0.415	0.267	1	"10"	"CG4729"
"Rpt2"	8.55514849116755e-05	0.260978287071815	0.479	0.331	1	"10"	"Rpt2"
"thoc6"	0.000125040719423177	0.280693392905698	0.426	0.269	1	"10"	"thoc6"
"Cp11"	0.000165229504785523	0.252810602552001	0.606	0.469	1	"10"	"Cp1"
"CG1275"	0.000198976682523149	0.268514192225108	0.404	0.274	1	"10"	"CG1275"
"CG33217"	0.000308789830478019	0.321039201345684	0.383	0.257	1	"10"	"CG33217"
"CG8009"	0.000393569559440394	0.303848419106765	0.585	0.444	1	"10"	"CG8009"
"CG14210"	0.00050319939625079	0.272402968253408	0.468	0.334	1	"10"	"CG14210"
"eIF-2alpha"	0.000583506848969347	0.281185794532426	0.521	0.404	1	"10"	"eIF-2alpha"
"CG5641"	0.000670215922820688	0.252403676547762	0.362	0.237	1	"10"	"CG5641"
"CG9034"	0.00068802692663544	0.297225236256051	0.553	0.411	1	"10"	"CG9034"
"CG11790"	0.00145070018503489	0.252346590218939	0.298	0.188	1	"10"	"CG11790"
"CG4495"	0.00165748719757112	0.258294816819922	0.383	0.256	1	"10"	"CG4495"
"janA"	0.00258807693195019	0.259857520665482	0.809	0.673	1	"10"	"janA"
"CG12128"	0.00374465970101628	0.263709341173096	0.287	0.188	1	"10"	"CG12128"
"gcm"	0	1.58809926061616	0.831	0.024	0	"11"	"gcm"
"ham"	0	1.46158191518671	0.831	0.026	0	"11"	"ham"
"ttk"	2.29426764011953e-152	1.12749438079843	0.636	0.035	4.53301400334818e-148	"11"	"ttk"
"CrebA2"	7.53263923723024e-133	2.13006038579751	0.922	0.097	1.48829886049195e-128	"11"	"CrebA"
"RhoL"	7.55143676113361e-110	1.22327673141039	0.792	0.085	1.49201287526478e-105	"11"	"RhoL"
"shep1"	1.98878496738714e-97	1.88284067615544	0.883	0.127	3.92944133856352e-93	"11"	"shep"
"btd"	1.31547615267613e-90	0.612774113530865	0.558	0.045	2.5991177824575e-86	"11"	"btd"
"kni1"	6.65090319559526e-81	1.21212233678237	0.844	0.131	1.31408545338571e-76	"11"	"kni"
"NetB2"	1.32170926449156e-73	1.02041180785556	0.727	0.1	2.61143316478242e-69	"11"	"NetB"
"Awh"	2.69237298817599e-73	0.354123406215405	0.299	0.015	5.31959055003812e-69	"11"	"Awh"
"knrl1"	3.24746247705929e-70	1.4632158337959	0.935	0.208	6.41633636217375e-66	"11"	"knrl"
"CG13300"	5.68538755895311e-67	0.342701804654583	0.364	0.026	1.12331887389796e-62	"11"	"CG13300"
"zfh13"	1.55913752996226e-61	1.44113922788827	0.87	0.19	3.08054393169943e-57	"11"	"zfh1"
"srp3"	1.34441241565278e-58	1.21502995262706	0.844	0.176	2.65629005084676e-54	"11"	"srp"
"CG33099"	3.63514517264512e-57	0.75567587439543	0.662	0.107	7.18231983211223e-53	"11"	"CG33099"
"if2"	2.56562640607675e-56	1.03442809113238	0.792	0.151	5.06916465312645e-52	"11"	"if"
"fok"	2.24176548981885e-53	0.718421136210368	0.481	0.059	4.42928025478409e-49	"11"	"fok"
"babos"	2.32174661865489e-53	0.385638696056535	0.442	0.049	4.58730696913834e-49	"11"	"babos"
"CG16886"	2.07719980900306e-52	0.353153924866671	0.351	0.03	4.10413138262825e-48	"11"	"CG16886"
"Ire11"	3.84486030080481e-51	0.733281417494668	0.753	0.155	7.59667498233014e-47	"11"	"Ire1"
"CG45002"	1.09704173403729e-48	1.28179077828133	0.935	0.294	2.16753505811089e-44	"11"	"CG4500"
"CG33509"	1.0610810519934e-47	0.269309237743771	0.312	0.026	2.09648394252856e-43	"11"	"CG33509"
"ltl2"	1.35616216543577e-47	1.03355243295741	0.857	0.216	2.67950520646799e-43	"11"	"ltl"
"ventrally-expressed-protein-D2"	1.35237889187793e-45	1.15536820046968	0.909	0.273	2.67203021457242e-41	"11"	"ventrally-expressed-protein-D"
"Mdr492"	1.78469304860613e-44	0.752661164829284	0.779	0.173	3.52619652543599e-40	"11"	"Mdr49"
"CG11905"	2.04243778811881e-44	0.315654675038527	0.286	0.024	4.03544858176514e-40	"11"	"CG11905"
"pigs2"	3.40696419224743e-44	0.947114977569277	0.818	0.198	6.73147985104247e-40	"11"	"pigs"
"ry"	2.05228872688256e-43	0.534933397498536	0.61	0.111	4.05491206657457e-39	"11"	"ry"
"CHES-1-like"	7.36403709217074e-42	0.285367283000102	0.351	0.038	1.45498644867109e-37	"11"	"CHES-1-like"
"Mes23"	1.07048584325697e-40	0.987585215010098	0.87	0.259	2.11506592910712e-36	"11"	"Mes2"
"aos"	1.2223406986176e-38	0.857235129438665	0.701	0.162	2.41510075232866e-34	"11"	"aos"
"Pka-C33"	1.54292189075983e-38	0.884930028773624	0.818	0.22	3.04850507176326e-34	"11"	"Pka-C3"
"rib1"	1.74614423451593e-37	0.57748629624385	0.753	0.176	3.45003177855658e-33	"11"	"rib"
"be2"	1.3924006534259e-36	0.44782252346912	0.675	0.151	2.7511052110389e-32	"11"	"be"
"Ilp43"	1.26481373646424e-35	1.31169705016586	0.974	0.658	2.49901898050604e-31	"11"	"Ilp4"
"CG11668"	4.554699451017e-34	0.260686159183676	0.299	0.034	8.99917517531938e-30	"11"	"CG11668"
"htl2"	5.18928578340622e-34	0.520856495522141	0.636	0.136	1.0252990850854e-29	"11"	"htl"
"CG11247"	1.08330903223118e-33	0.485626728431375	0.61	0.137	2.14040198588237e-29	"11"	"CG11247"
"CadN3"	1.36564461564792e-32	1.1909332310212	0.779	0.214	2.69824063159716e-28	"11"	"CadN"
"rgr"	1.1055334266181e-31	0.336918994134139	0.429	0.072	2.18431294431204e-27	"11"	"rgr"
"ktub"	1.75084505549065e-31	0.340710326373333	0.377	0.056	3.45931966063843e-27	"11"	"ktub"
"bnl1"	3.17797405191631e-31	0.710966724311585	0.623	0.14	6.27904113177624e-27	"11"	"bnl"
"Fur12"	3.61156083388812e-31	0.799223049145268	0.818	0.278	7.13572189559615e-27	"11"	"Fur1"
"CR42491"	2.13087611965552e-30	0.72991831899252	0.662	0.178	4.21018503721538e-26	"11"	"CR42491"
"CG121772"	3.52980064778973e-30	0.943877278897225	0.831	0.32	6.97418011990295e-26	"11"	"CG12177"
"CG70291"	4.95883717424908e-29	0.486180077161041	0.61	0.15	9.79767048888132e-25	"11"	"CG7029"
"vvl"	7.53056324603938e-29	0.701036377414182	0.338	0.05	1.48788868615246e-24	"11"	"vvl"
"stumps2"	1.65666546990647e-28	0.438268007973002	0.61	0.142	3.27323963544121e-24	"11"	"stumps"
"luna"	2.41562709327536e-28	0.626910781591063	0.377	0.061	4.77279601089346e-24	"11"	"luna"
"CG28653"	3.14962286863222e-28	1.08069873955934	0.909	0.468	6.22302486384354e-24	"11"	"CG2865"
"edl1"	1.36714711496323e-27	0.885919040216162	0.727	0.235	2.70120926974436e-23	"11"	"edl"
"bowl1"	3.27838940139202e-27	0.598543916818395	0.494	0.108	6.47744177927036e-23	"11"	"bowl"
"CG167582"	3.777613811241e-26	0.587315207801223	0.753	0.228	7.46380936824997e-22	"11"	"CG16758"
"NetA1"	4.08222357616769e-26	0.383893128059875	0.571	0.138	8.06565734179212e-22	"11"	"NetA"
"sty2"	4.43222267528843e-25	0.673464613217461	0.831	0.32	8.75718556183488e-21	"11"	"sty"
"sna2"	7.17939347011927e-25	0.85796793410209	0.766	0.256	1.41850456182617e-20	"11"	"sna"
"CG42389"	8.22531376082648e-25	0.42350913335499	0.519	0.124	1.6251574928641e-20	"11"	"CG42389"
"how2"	2.42711590400924e-24	0.872339977037542	0.987	0.598	4.79549560314146e-20	"11"	"how"
"CR33963"	2.45076675824387e-24	0.430975873136424	0.455	0.099	4.84222496093823e-20	"11"	"CR33963"
"gb"	1.17142924055184e-23	0.628902904710051	0.714	0.252	2.31450989348232e-19	"11"	"gb"
"CG32486"	2.55930474575943e-23	0.884371609797032	0.87	0.381	5.05667431667149e-19	"11"	"CG32486"
"snoRNA:Psi18S-531"	3.27475942104038e-23	0.295540517030403	0.364	0.068	6.47026966409158e-19	"11"	"snoRNA:Psi18S-531"
"pros1"	8.39129819150947e-23	0.430445013166111	0.675	0.211	1.65795269667844e-18	"11"	"pros"
"DNaseII1"	8.47362360931831e-23	0.291819262389614	0.416	0.084	1.67421855272911e-18	"11"	"DNaseII"
"CG436582"	1.20917709435885e-22	0.640676298848683	0.597	0.169	2.38909210303421e-18	"11"	"CG43658"
"CG90052"	2.80316428249389e-22	0.908124019460562	0.922	0.508	5.53849198935143e-18	"11"	"CG9005"
"CG146882"	3.68931519127183e-22	0.606104801257328	0.688	0.225	7.28934895491489e-18	"11"	"CG14688"
