"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"	"TF"
"751"	1.8356478355749e-99	0.853716195241392	1	0.939	3.21109875877118e-95	7	"RpS14a"	FALSE
"752"	1.86701522363653e-99	0.686693558928468	1	0.993	3.26596973070737e-95	7	"RpL10"	FALSE
"753"	2.42017768696812e-99	0.861500950013143	1	0.946	4.23361682781334e-95	7	"RpS30"	FALSE
"754"	5.05389947916132e-99	0.703031205688544	1	0.991	8.8407863588969e-95	7	"RpL40"	FALSE
"755"	2.27704576687891e-97	0.78670077091581	1	0.958	3.98323616000128e-93	7	"RpS19a"	FALSE
"756"	4.84846553078847e-97	0.720629301919177	1	0.99	8.48142075300827e-93	7	"RpS3A"	FALSE
"757"	5.12930338373809e-97	1.06581327851481	0.991	0.847	8.97269040917304e-93	7	"eEF1beta"	FALSE
"758"	1.02414889387599e-96	0.789539952988113	1	0.96	1.79154366005726e-92	7	"RpL34b"	FALSE
"759"	2.32555009529246e-96	0.801894963172245	1	0.966	4.0680847816951e-92	7	"RpL5"	FALSE
"760"	9.45164588096728e-96	0.784785123642718	1	0.965	1.65337641395761e-91	7	"RpS17"	FALSE
"761"	4.01093299026462e-95	0.759101846262022	1	0.966	7.01632507986991e-91	7	"RpL3"	FALSE
"762"	7.10913329268683e-95	0.734383917564847	1	0.98	1.24360068688971e-90	7	"RpLP0"	FALSE
"763"	2.4978629787998e-94	1.52974823284946	0.749	0.25	4.36951170881449e-90	7	"CG42566"	FALSE
"764"	1.03087805268827e-93	0.76714332971746	1	0.973	1.80331497756758e-89	7	"RpL17"	FALSE
"765"	1.35669811733718e-93	0.709384875609089	1	0.98	2.37327201665793e-89	7	"RpL31"	FALSE
"766"	2.54995583206533e-93	0.720338497490238	1	0.972	4.46063773703188e-89	7	"RpL23A"	FALSE
"767"	1.66548711202162e-92	0.729154314146241	1	0.977	2.91343660505942e-88	7	"RpL32"	FALSE
"768"	1.78317595868336e-92	0.860825422812278	1	0.932	3.11930970452481e-88	7	"Rack1"	FALSE
"769"	2.08482785299964e-92	0.893669108890056	1	0.92	3.64698936325227e-88	7	"RpL9"	FALSE
"770"	4.5110706105632e-91	0.849977620097549	1	0.936	7.89121581905821e-87	7	"RpS15Aa"	FALSE
"771"	1.16671715187056e-85	0.821646118942418	0.996	0.933	2.04093831376716e-81	7	"eEF5"	FALSE
"772"	2.39241965392412e-85	0.795075287125829	1	0.933	4.18505970060947e-81	7	"RpL4"	FALSE
"773"	5.03328723815006e-84	1.45189765288178	0.816	0.359	8.80472936569591e-80	7	"CG4250"	FALSE
"774"	2.85430546210613e-81	0.727085068413674	1	0.96	4.99303654486226e-77	7	"RpS21"	FALSE
"775"	1.98760910569745e-78	0.7645132386579	1	0.956	3.47692460859654e-74	7	"RpS18"	FALSE
"776"	3.11522987447834e-74	0.731917007138005	1	0.946	5.44947161942495e-70	7	"RpL35"	FALSE
"777"	2.66266125256271e-70	0.848513773652988	0.996	0.972	4.65779332910795e-66	7	"lncRNA:CR34335"	FALSE
"778"	1.18757910646214e-69	0.778022476834438	0.996	0.941	2.07743213093422e-65	7	"Hsc70-4"	FALSE
"779"	2.27476790157655e-68	1.65613821350271	0.753	0.365	3.97925149022785e-64	7	"CG44325"	FALSE
"780"	4.40317677133571e-66	0.744781518498272	0.991	0.872	7.70247712609756e-62	7	"bic"	FALSE
"781"	5.73020871994462e-65	1.25392824029478	0.695	0.273	1.00238541137991e-60	7	"CG1572"	FALSE
"782"	1.93710495392796e-63	0.708828152991839	0.987	0.899	3.38857769590618e-59	7	"RpS6"	FALSE
"783"	1.76924555759151e-58	0.810182048779807	0.969	0.825	3.09494125389483e-54	7	"eEF1gamma"	FALSE
"784"	4.92990632787249e-57	1.13718503900541	0.52	0.162	8.62388513934734e-53	7	"CG17265"	FALSE
"785"	2.54747972560915e-50	0.778110180826239	0.924	0.773	4.45630628400809e-46	7	"RpL34a"	FALSE
"786"	6.98601721452019e-46	0.760658657062623	0.924	0.737	1.22206399133602e-41	7	"Nap1"	FALSE
"787"	1.83654436097812e-40	0.949917691651342	0.538	0.215	3.21266705065902e-36	7	"klu"	TRUE
"788"	2.45218416411311e-40	1.065992557759	0.731	0.547	4.28960575828306e-36	7	"Prosbeta3"	FALSE
"789"	4.4149842541841e-39	0.744833111698705	0.825	0.65	7.72313195584425e-35	7	"Non1"	FALSE
"790"	4.09693848664226e-35	0.877477679000497	0.493	0.198	7.16677449468331e-31	7	"fru"	TRUE
"791"	8.43089075995532e-34	0.979998214971345	0.605	0.356	1.47481572063898e-29	7	"Tspo"	FALSE
"792"	5.10300933855314e-30	1.055984487235	0.462	0.214	8.92669423593101e-26	7	"ash2"	TRUE
"793"	1.83615996918817e-29	0.691485431081675	0.704	0.401	3.21199463410086e-25	7	"SoxN"	TRUE
"794"	1.63383809413828e-26	0.831622636797511	0.556	0.32	2.85807297807609e-22	7	"CG15098"	FALSE
"795"	1.98256057053248e-23	0.715754244833779	0.641	0.501	3.46809320603246e-19	7	"eIF2alpha"	FALSE
"796"	1.18074781157512e-20	0.744338093695541	0.605	0.404	2.06548214678836e-16	7	"Aldh"	FALSE
"797"	8.06087947161682e-20	0.78292369586498	0.372	0.18	1.41008964596993e-15	7	"BthD"	FALSE
"798"	1.33189467301329e-16	0.786875832249081	0.462	0.298	2.32988335150214e-12	7	"udd"	FALSE
"799"	1.20007772875364e-14	0.68638946925216	0.547	0.426	2.09929597090873e-10	7	"CG4364"	FALSE
"800"	9.59175155309064e-12	0.694973377301361	0.341	0.197	1.67788509918215e-07	7	"bigmax"	TRUE
"801"	9.2498405285225e-113	1.05201256923353	0.709	0.135	1.61807460365444e-108	8	"sna"	TRUE
"802"	2.9554739328479e-104	1.14519568818725	0.825	0.206	5.17001055073083e-100	8	"klu"	TRUE
"803"	8.03817246875016e-99	0.969687176389909	0.698	0.149	1.40611750995847e-94	8	"wor"	TRUE
"804"	1.30234627387023e-85	0.719469070592783	0.714	0.159	2.2781943368812e-81	8	"lncRNA:CR45388"	FALSE
"805"	4.33017841767913e-85	1.21701425870426	0.963	0.392	7.57478110604611e-81	8	"SoxN"	TRUE
"806"	1.0488484851863e-84	0.846761348014351	0.709	0.169	1.83475065513639e-80	8	"lncRNA:CR31044"	FALSE
"807"	1.1964154088445e-84	0.909184314230733	0.63	0.138	2.09288947469168e-80	8	"dpn"	TRUE
"808"	9.68038377967272e-75	0.80716855400274	0.656	0.159	1.69338953457815e-70	8	"CG17265"	FALSE
"809"	2.70635352796998e-74	1.00741998590136	0.952	0.565	4.73422422647789e-70	8	"Nop56"	FALSE
"810"	2.96562402177095e-74	1.03738611829427	0.942	0.485	5.18776610128393e-70	8	"nop5"	FALSE
"811"	7.82818393437781e-74	0.98273702365018	0.942	0.497	1.36938421564071e-69	8	"Fib"	FALSE
"812"	2.56661904336658e-73	0.827282079842852	1	0.941	4.48978669256115e-69	8	"Hsc70-4"	FALSE
"813"	2.78358180810059e-73	0.689611000077494	0.608	0.138	4.86931965691037e-69	8	"foxo"	TRUE
"814"	4.59763115363009e-73	0.96710744616128	0.958	0.559	8.04263617704512e-69	8	"Nop60B"	FALSE
"815"	8.02057009989075e-73	0.985367428311952	0.862	0.289	1.40303832757389e-68	8	"Pen"	FALSE
"816"	1.56143110062745e-71	1.07402233283452	0.958	0.618	2.73141142432759e-67	8	"hoip"	FALSE
"817"	3.15464142921537e-70	0.630412990214247	0.54	0.114	5.51841425212645e-66	8	"lin-28"	FALSE
"818"	3.18522329887405e-68	1.01883820968714	0.688	0.193	5.57191111672037e-64	8	"fru"	TRUE
"819"	4.88787127958455e-63	0.661103145040111	0.725	0.203	8.55035322937726e-59	8	"N"	FALSE
"820"	5.13617925238178e-63	0.658971812257013	1	0.933	8.98471836619145e-59	8	"RpL4"	FALSE
"821"	1.84939145826245e-62	0.933318189693493	0.931	0.542	3.2351404779385e-58	8	"NHP2"	FALSE
"822"	7.09194227693407e-62	0.852690164239198	0.984	0.736	1.24059346250408e-57	8	"Nap1"	FALSE
"823"	1.57243494368392e-61	0.959750806025017	0.926	0.551	2.75066044698628e-57	8	"mod"	TRUE
"824"	3.82939437817763e-61	0.609697866652523	1	0.989	6.69875958574612e-57	8	"RpL23"	FALSE
"825"	7.83179826588042e-61	0.86488045917806	1	0.842	1.37001647065046e-56	8	"CNBP"	FALSE
"826"	1.12192457376058e-59	0.750946552599907	0.989	0.825	1.96258265687939e-55	8	"eEF1gamma"	FALSE
"827"	4.03863615137918e-59	0.724704736069806	0.995	0.983	7.06478621960759e-55	8	"RpL38"	FALSE
"828"	1.90924685357347e-58	0.940222580888315	0.958	0.602	3.33984552095607e-54	8	"Fkbp39"	FALSE
"829"	9.73221924220233e-58	0.669583244641382	0.735	0.23	1.70245711203845e-53	8	"Cks30A"	FALSE
"830"	1.26782436413729e-57	0.852911685120526	0.947	0.539	2.21780516018535e-53	8	"CG4038"	FALSE
"831"	8.40821370050209e-57	0.746406488687621	0.603	0.166	1.47084882262883e-52	8	"E23"	FALSE
"832"	2.13207553378339e-56	0.623263181973029	0.989	0.96	3.72963973124729e-52	8	"RpL11"	FALSE
"833"	2.59391762428556e-56	0.77086995409104	0.72	0.258	4.53754010016273e-52	8	"Shmt"	FALSE
"834"	1.13070028045884e-54	0.606398624201641	1	0.953	1.97793400060665e-50	8	"RpL8"	FALSE
"835"	2.00250056145227e-54	0.598253807552193	1	0.988	3.50297423214845e-50	8	"eEF1alpha1"	FALSE
"836"	2.07719510594614e-54	0.751638884242241	1	0.821	3.63363739883159e-50	8	"Hsp83"	FALSE
"837"	3.39643809762965e-54	0.748292280875192	0.963	0.712	5.94138916418355e-50	8	"vig2"	FALSE
"838"	3.53925866854358e-53	0.607621607643093	0.476	0.11	6.19122518888329e-49	8	"CG15646"	FALSE
"839"	4.90060935725331e-53	0.739658984380413	0.984	0.801	8.57263594864322e-49	8	"Nlp"	FALSE
"840"	1.56369410129412e-52	0.598268970444465	1	0.978	2.7353700913938e-48	8	"RpS2"	FALSE
"841"	3.88888669859275e-52	0.826542646486573	0.884	0.526	6.8028295018483e-48	8	"CCT3"	FALSE
"842"	1.8058893395681e-51	0.674973924056263	0.672	0.232	3.15904222170648e-47	8	"Rbm13"	FALSE
"843"	1.85129654280932e-51	0.72576285649344	0.751	0.287	3.23847304233634e-47	8	"CG14434"	FALSE
"844"	2.85614354573645e-51	0.791897274174543	0.852	0.463	4.99625190455678e-47	8	"La"	FALSE
"845"	1.95689598096339e-50	0.605849322251926	0.989	0.921	3.42319813949925e-46	8	"RpL9"	FALSE
"846"	2.60243397521556e-50	0.671609787436039	0.709	0.277	4.55243775284458e-46	8	"CG11583"	FALSE
"847"	8.20551998740489e-50	0.881274528414889	0.931	0.542	1.43539161139674e-45	8	"jigr1"	FALSE
"848"	1.11528870612901e-49	0.73799806516772	0.741	0.312	1.95097453363149e-45	8	"eIF6"	FALSE
"849"	2.5216082136683e-49	0.731881763579475	0.862	0.449	4.41104924816997e-45	8	"und"	FALSE
"850"	8.90009452492585e-49	0.615015973078245	0.651	0.207	1.55689353524528e-44	8	"Galphai"	FALSE
"851"	1.67192447722142e-48	0.60877647339661	1	0.991	2.92469748800343e-44	8	"RpL41"	FALSE
"852"	3.78641478313823e-48	0.76909687636815	0.91	0.536	6.62357538014371e-44	8	"CCT4"	FALSE
"853"	1.26446461826246e-47	0.713941505118092	0.73	0.299	2.21192795672653e-43	8	"CG7006"	FALSE
"854"	3.62838675487066e-47	0.865971702973137	0.91	0.64	6.34713695029525e-43	8	"Nph"	FALSE
"855"	1.38078231563622e-46	0.724860093252241	0.677	0.267	2.41540250474244e-42	8	"Nopp140"	FALSE
"856"	4.27395383517281e-46	0.66054263428213	0.931	0.669	7.4764274438678e-42	8	"lost"	FALSE
"857"	4.32937579637338e-46	0.601342125856694	0.709	0.26	7.57337708059596e-42	8	"apt"	TRUE
"858"	2.12770927378053e-45	0.773888593946086	0.889	0.588	3.72200183262428e-41	8	"CG7637"	FALSE
"859"	2.55487920263457e-45	0.610830133152269	0.704	0.286	4.46925018916866e-41	8	"msk"	FALSE
"860"	1.68127546600236e-44	0.703059157574987	0.91	0.603	2.94105517267793e-40	8	"yps"	FALSE
"861"	2.51963829856578e-44	0.635681919506444	0.651	0.247	4.40760327568112e-40	8	"Rs1"	FALSE
"862"	3.40090765631986e-44	0.814452282990586	0.878	0.574	5.94920776320034e-40	8	"eEF1delta"	FALSE
"863"	4.20606168274476e-44	0.776112002471224	0.873	0.539	7.35766370162541e-40	8	"CG10576"	FALSE
"864"	7.22962509403009e-44	0.66563046988004	0.407	0.096	1.26467831769868e-39	8	"edl"	FALSE
"865"	9.44197242725824e-44	0.82611630684728	0.815	0.482	1.65168423670028e-39	8	"CCT5"	FALSE
"866"	5.46571815141504e-43	0.616771292497081	0.984	0.848	9.56118076227032e-39	8	"eEF1beta"	FALSE
"867"	2.2070194947991e-42	0.690558549006193	0.751	0.361	3.86073920225207e-38	8	"SpdS"	FALSE
"868"	2.72408909357149e-41	0.651490855278301	0.783	0.378	4.76524905138461e-37	8	"RpLP0-like"	FALSE
"869"	1.17092785857948e-40	0.622570870963954	0.667	0.266	2.04830410301308e-36	8	"CG32409"	FALSE
"870"	1.73757775739522e-40	0.724944976936847	0.799	0.416	3.03954477101146e-36	8	"CCT7"	FALSE
"871"	9.21422627288251e-40	0.70718350753189	0.804	0.431	1.61184460191534e-35	8	"CCT6"	FALSE
"872"	2.65399128755036e-39	0.630720998383499	0.958	0.744	4.64262695931185e-35	8	"rin"	FALSE
"873"	1.17765788303485e-38	0.654054206378768	0.91	0.634	2.06007693479287e-34	8	"CG43066"	FALSE
"874"	1.49521645634949e-38	0.638842305236304	0.868	0.457	2.61558214709216e-34	8	"dUTPase"	FALSE
"875"	3.06982230662394e-38	0.678316269147017	0.836	0.42	5.37004016097725e-34	8	"lncRNA:CR43334"	FALSE
"876"	7.09203061136314e-38	0.645036247063384	0.804	0.441	1.24060891484575e-33	8	"CCT8"	FALSE
"877"	1.97954625470008e-37	0.664068974874347	0.72	0.336	3.46282026334685e-33	8	"Dph5"	FALSE
"878"	5.5623994310525e-37	0.649781250746899	0.794	0.44	9.73030532474014e-33	8	"CG7414"	FALSE
"879"	1.00245808047798e-36	0.762810364092585	0.783	0.398	1.75359992018013e-32	8	"Aldh"	FALSE
"880"	2.65850957872129e-36	0.610323349427046	0.979	0.78	4.65053080605716e-32	8	"p23"	FALSE
"881"	4.45344339373294e-36	0.654383528378938	0.646	0.258	7.79040852865704e-32	8	"CG42566"	FALSE
"882"	3.36227582200655e-35	0.672796961288861	0.725	0.386	5.88162909543607e-31	8	"Rpb12"	FALSE
"883"	3.52478253614073e-35	0.683746515707374	0.794	0.439	6.16590209047099e-31	8	"Chd64"	FALSE
"884"	2.24239929500119e-34	0.629210824341645	0.852	0.564	3.92262908674558e-30	8	"REG"	FALSE
"885"	5.77595425027133e-33	0.605208144260871	0.984	0.929	1.01038767699996e-28	8	"awd"	FALSE
"886"	3.785814047653e-32	0.612896746811923	0.778	0.417	6.6225245135594e-28	8	"CG4364"	FALSE
"887"	4.59996273612783e-31	0.618533593659772	0.772	0.489	8.04671481430841e-27	8	"Phb2"	FALSE
"888"	1.39581933512269e-30	0.664272051184154	0.794	0.521	2.44170676293013e-26	8	"P32"	FALSE
"889"	2.28896274847211e-30	0.606125198356984	0.439	0.142	4.00408253590227e-26	8	"grh"	FALSE
"890"	3.75144968290017e-27	1.01504822179079	0.444	0.165	6.56241093029727e-23	8	"cas"	TRUE
"891"	4.92914169247194e-24	0.799102190642112	0.714	0.405	8.62254756264116e-20	8	"hig"	FALSE
"892"	3.4880128812624e-23	0.659271390949791	0.942	0.869	6.10158093319231e-19	8	"RpL22"	FALSE
"893"	3.96927790280898e-21	0.693386434406014	0.709	0.551	6.94345783538374e-17	8	"Uhg7"	FALSE
"894"	3.9475262858086e-18	0.611538698954232	0.799	0.546	6.90540773176498e-14	8	"fok"	FALSE
"895"	2.46622048494642e-17	1.06864093462756	0.508	0.281	4.31415949431677e-13	8	"Pex7"	FALSE
"896"	2.73147180272672e-16	1.02489251613859	0.534	0.289	4.77816362450986e-12	8	"lncRNA:CR40469"	FALSE
"897"	1.40931026013336e-15	0.668377991209646	0.339	0.139	2.46530643805129e-11	8	"Lac"	FALSE
"898"	1.42587014603834e-10	0.734042495011082	0.63	0.432	2.49427464646488e-06	8	"pre-rRNA:CR45845"	FALSE
"899"	8.85743938876642e-07	0.603104177267416	0.746	0.608	0.0154943187227691	8	"Hsp23"	FALSE
"900"	0.00453302369664196	0.739856865519525	0.418	0.312	1	8	"lncRNA:CR43283"	FALSE
"901"	1.84831916543074e-125	1.30715281881146	0.544	0.065	3.23326471608799e-121	9	"Hr51"	TRUE
"902"	2.35058615260564e-103	1.04071337162115	0.319	0.024	4.11188035675304e-99	9	"sals"	FALSE
"903"	6.50684572383673e-97	1.52700297155115	0.747	0.187	1.13824252247076e-92	9	"pros"	TRUE
"904"	1.05738286131529e-85	1.19099581503665	0.324	0.032	1.84967983929884e-81	9	"CG34402"	FALSE
"905"	6.01907918785457e-72	0.904859128531238	0.478	0.088	1.0529175223314e-67	9	"ey"	TRUE
"906"	1.61754488902273e-68	0.799017972591679	0.385	0.058	2.82957127436746e-64	9	"nerfin-1"	TRUE
"907"	3.40166336152438e-61	1.6665460021448	0.429	0.086	5.95052971831459e-57	9	"prt"	FALSE
"908"	3.33982722677693e-56	1.38426394886325	0.412	0.084	5.84235976780088e-52	9	"Nep1"	FALSE
"909"	5.94901713948599e-55	0.996112406479623	1	0.835	1.04066156821028e-50	9	"HmgZ"	TRUE
"910"	1.9699805239397e-46	0.943803733550708	0.907	0.603	3.44608693052772e-42	9	"CG3625"	FALSE
"911"	1.84144893292429e-44	0.823779094039081	0.473	0.131	3.22124661836446e-40	9	"dlp"	FALSE
"912"	1.4029584904005e-43	0.866004676210929	0.363	0.08	2.4541952872576e-39	9	"Dif"	TRUE
"913"	7.36256564111439e-43	1.71254447753203	0.846	0.564	1.28793360760014e-38	9	"mub"	FALSE
"914"	2.79985582193954e-42	0.765288192085955	1	0.975	4.89778778931885e-38	9	"Bacc"	FALSE
"915"	3.82207408222265e-36	0.675925426472952	0.929	0.736	6.68595419203208e-32	9	"B52"	FALSE
"916"	4.31594141079946e-35	0.649775398390175	0.401	0.114	7.54987630991149e-31	9	"cv-c"	FALSE
"917"	1.132312035851e-33	1.18912597024055	0.33	0.086	1.98075344431416e-29	9	"insb"	FALSE
"918"	4.85079015414091e-32	1.32623538295865	0.456	0.168	8.48548721663869e-28	9	"Dop1R2"	FALSE
"919"	1.65705851226555e-31	0.865404506373115	0.676	0.329	2.89869245550612e-27	9	"olf413"	FALSE
"920"	3.67059567409576e-30	0.708677580235314	0.253	0.053	6.42097301269572e-26	9	"Hey"	TRUE
"921"	1.25748936013123e-29	1.03610798792623	0.352	0.107	2.19972613767756e-25	9	"CG10947"	FALSE
"922"	1.37210783646187e-29	1.08463057952185	0.467	0.18	2.40022823832275e-25	9	"CG11191"	FALSE
"923"	4.5954576492554e-29	0.750472229602225	0.901	0.76	8.03883406584248e-25	9	"His3.3A"	FALSE
"924"	9.07243942235746e-29	0.817075314335546	0.418	0.144	1.58704182815299e-24	9	"dac"	TRUE
"925"	1.6482953480397e-28	0.630941870104852	0.775	0.466	2.88336305232585e-24	9	"x16"	FALSE
"926"	4.86856391555259e-28	0.989839579381902	0.621	0.324	8.51657885747615e-24	9	"CG32066"	FALSE
"927"	9.21790204354084e-28	0.809352980853402	0.423	0.15	1.6124876044766e-23	9	"CG30158"	FALSE
"928"	2.22246340582228e-25	0.62512471159511	0.995	0.898	3.88775523580492e-21	9	"ctp"	FALSE
"929"	2.24325578374759e-25	0.723220453399296	0.33	0.101	3.92412734250966e-21	9	"Rgk3"	FALSE
"930"	1.77378932324925e-24	0.722728929023978	0.368	0.131	3.10288966315992e-20	9	"CG7372"	TRUE
"931"	3.91322359352171e-24	0.582852878214891	0.868	0.658	6.84540203214753e-20	9	"Hrb98DE"	FALSE
"932"	5.04726323439617e-23	0.563059031092389	0.692	0.435	8.82917757592923e-19	9	"CG7185"	FALSE
"933"	1.05980939790611e-22	0.695151154639891	0.418	0.157	1.85392457975716e-18	9	"Ac78C"	FALSE
"934"	1.87558156930887e-22	0.575599963587859	0.714	0.423	3.280954839192e-18	9	"SRPK"	FALSE
"935"	2.98530987515785e-22	1.97221095166303	0.676	0.507	5.22220256461362e-18	9	"Pka-R2"	FALSE
"936"	1.09287257304038e-21	1.28410291970316	0.456	0.209	1.91176199201954e-17	9	"sNPF"	FALSE
"937"	1.33725222712304e-21	0.540708886340994	0.291	0.087	2.33925532090633e-17	9	"rib"	TRUE
"938"	1.47561638847015e-21	1.17357109303886	0.44	0.204	2.58129574835083e-17	9	"Dop1R1"	FALSE
"939"	6.78841066704276e-21	0.570401107817501	0.918	0.802	1.18749667798579e-16	9	"lola"	FALSE
"940"	6.81601655561011e-21	0.897520121606763	0.522	0.271	1.19232577607288e-16	9	"sick"	FALSE
"941"	8.88745045308006e-21	0.741574810094498	0.412	0.172	1.5546817077573e-16	9	"lncRNA:CR45388"	FALSE
"942"	2.70951889182536e-20	1.12995994794929	0.577	0.329	4.73976139747011e-16	9	"ab"	FALSE
"943"	4.62712960292731e-20	0.68478905215859	0.819	0.644	8.09423781440075e-16	9	"Pep"	TRUE
"944"	3.93219628332622e-19	0.700665482554152	0.863	0.691	6.87859095842257e-15	9	"His2Av"	FALSE
"945"	4.49356732022119e-19	0.673992335344694	0.753	0.586	7.86059731326292e-15	9	"Hel25E"	FALSE
"946"	3.27681520079336e-18	0.61413440897698	0.648	0.403	5.73213283074783e-14	9	"Gp93"	FALSE
"947"	4.00719726062699e-18	1.81627477450816	0.516	0.343	7.0097901680148e-14	9	"Rgk1"	FALSE
"948"	9.80500432276444e-18	0.686302060976983	0.857	0.734	1.71518940618118e-13	9	"Act42A"	FALSE
"949"	1.01089765680308e-17	1.22868219710912	0.824	0.68	1.76836327104562e-13	9	"Pka-C1"	FALSE
"950"	1.97082966887318e-17	0.622497047870237	0.83	0.647	3.44757233975986e-13	9	"elav"	FALSE
"951"	2.11474884852036e-17	0.55237078744142	0.654	0.417	3.69933016071667e-13	9	"phyl"	FALSE
"952"	2.55625018609738e-17	0.859818644676009	0.714	0.519	4.47164845054015e-13	9	"Pka-R1"	FALSE
"953"	3.97292604335933e-17	0.572405715917774	0.797	0.639	6.94983952764847e-13	9	"D1"	FALSE
"954"	1.66835231196078e-16	0.643496636655786	0.473	0.242	2.91844869931299e-12	9	"Bx"	FALSE
"955"	1.83853933046922e-16	0.532553663609349	0.703	0.519	3.21615685078981e-12	9	"tsu"	FALSE
"956"	8.81510807034927e-16	0.528995847187867	0.731	0.548	1.5420268547462e-11	9	"Ref1"	FALSE
"957"	1.1022952049901e-15	0.722745838304544	0.527	0.306	1.92824500208917e-11	9	"rut"	FALSE
"958"	1.180988572075e-15	0.668595008404428	0.604	0.374	2.0659033091308e-11	9	"CG5830"	FALSE
"959"	1.22888847951143e-15	0.632708341700029	0.335	0.135	2.14969461720935e-11	9	"stg"	FALSE
"960"	1.50008369108374e-15	0.861805346302243	0.571	0.382	2.62409640081278e-11	9	"cora"	FALSE
"961"	3.64443905715331e-15	0.64139174574585	0.544	0.35	6.37521724267829e-11	9	"kuk"	FALSE
"962"	4.22300014677906e-15	1.03566645454999	0.495	0.313	7.38729415676061e-11	9	"Mef2"	TRUE
"963"	1.2802718592983e-14	0.643098522383539	0.484	0.259	2.23957956347052e-10	9	"CG42402"	FALSE
"964"	3.0438709005864e-14	0.614470391814873	0.582	0.376	5.32464336639579e-10	9	"Dg"	FALSE
"965"	1.38846427365666e-13	1.02655559319438	0.599	0.435	2.4288405539076e-09	9	"CG45263"	FALSE
"966"	6.9992074369948e-12	0.657763175953731	0.522	0.352	1.2243713569535e-07	9	"cact"	FALSE
"967"	9.86225670077026e-12	0.746685645897618	0.258	0.105	1.72520456466574e-07	9	"tap"	TRUE
"968"	1.63988801565272e-11	0.597805326432632	0.346	0.182	2.8686561057813e-07	9	"CG33090"	FALSE
"969"	2.19579398495126e-11	1.81208231261129	0.786	0.686	3.84110241787524e-07	9	"jdp"	FALSE
"970"	5.9443159281339e-11	0.757794701827458	0.5	0.327	1.03983918530846e-06	9	"bma"	FALSE
"971"	1.54123258866956e-10	0.589477072114102	0.956	0.901	2.69607816735967e-06	9	"smt3"	FALSE
"972"	1.66418426271974e-10	1.02654568552393	0.61	0.466	2.91115753077565e-06	9	"Rab27"	FALSE
"973"	2.41512667635252e-10	0.733872134363363	0.692	0.59	4.22478109494346e-06	9	"rad"	FALSE
"974"	2.99679515190752e-10	1.28658974640505	0.637	0.521	5.24229375923182e-06	9	"Fas2"	FALSE
"975"	3.00788006950444e-10	0.633896978350945	0.445	0.286	5.26168460558412e-06	9	"CG42817"	FALSE
"976"	7.58552273404941e-10	0.661008950745442	0.555	0.397	1.32693549186726e-05	9	"wry"	FALSE
"977"	1.42841593069716e-09	0.805910656183063	0.945	0.889	2.49872798756855e-05	9	"HmgD"	FALSE
"978"	2.5409674366759e-09	0.927790520563785	0.566	0.497	4.44491433697715e-05	9	"CG32700"	FALSE
"979"	1.00653312594616e-08	0.531499946394308	0.566	0.409	0.000176072839721761	9	"VAChT"	FALSE
"980"	1.92302096560987e-08	0.58687937802019	0.588	0.436	0.000336394057514135	9	"br"	FALSE
"981"	2.53651780271468e-08	0.614173798389356	0.56	0.44	0.00044371305922888	9	"Rab26"	FALSE
"982"	3.401115580689e-08	0.670581105363199	0.319	0.178	0.000594957148529927	9	"lncRNA:alphagamma-element:CR32865"	FALSE
"983"	6.69487333385637e-08	0.722632453829982	0.72	0.712	0.00117113419229149	9	"cpo"	FALSE
"984"	9.0143962814431e-08	0.56021666971306	0.401	0.262	0.00157688834151284	9	"CG17778"	FALSE
"985"	3.26979269538395e-07	0.64008771719145	0.489	0.378	0.00571984836203514	9	"fz"	FALSE
"986"	4.21474224367174e-07	0.729411930812802	0.544	0.486	0.00737284860685498	9	"Nrt"	FALSE
"987"	6.17307678115925e-07	0.574999424842515	0.588	0.528	0.0107985632132819	9	"Set"	FALSE
"988"	7.0907595161619e-07	0.557935790948396	0.681	0.65	0.012403865621622	9	"tow"	FALSE
"989"	9.31483785301969e-07	0.609394909661522	0.687	0.672	0.0162944458562873	9	"CanB"	FALSE
"990"	1.14437119464452e-06	0.725837977291958	0.824	0.757	0.0200184853079166	9	"cpx"	FALSE
"991"	1.50826368756227e-06	0.64673218629946	0.511	0.427	0.0263840566865268	9	"CRMP"	FALSE
"992"	5.56480175242612e-06	0.732466607517048	0.714	0.727	0.09734507705519	9	"dnc"	FALSE
"993"	1.38078068847518e-05	0.92591403843849	0.989	0.99	0.241539965834963	9	"14-3-3zeta"	FALSE
"994"	5.38387115904036e-05	1.76965407427293	0.412	0.312	0.941800581850929	9	"lncRNA:CR43283"	FALSE
"995"	0.000133432367843346	0.596844974849448	0.599	0.583	1	9	"Tet"	FALSE
"996"	0.000398442503936696	0.652406969592231	0.533	0.474	1	9	"GluRIB"	FALSE
"997"	0.000416534516121811	0.523729537966908	0.401	0.343	1	9	"dpr12"	FALSE
"998"	0.000483643563598997	0.563883306824705	0.599	0.573	1	9	"Pkc53E"	FALSE
"999"	0.000932371424655349	0.53413171596996	0.874	0.847	1	9	"CNBP"	FALSE
"1000"	0.00319559933383362	0.910338164971654	0.632	0.686	1	9	"dysc"	FALSE
"1001"	0	1.65859720028504	0.75	0.014	0	10	"E(spl)m4-BFM"	FALSE
"1002"	0	1.52444431722918	0.818	0.035	0	10	"Brd"	FALSE
"1003"	0	0.690119324266372	0.561	0.01	0	10	"ovo"	TRUE
